LIGGGHTS data file

5856 atoms

4 atom types

-0.00972037 0.00972037 xlo xhi
-0.00972037 0.00972037 ylo yhi
-2e-15 0.96 zlo zhi

Atoms

1 2 0.00024 2650 0.00960037 0 0
2 2 0.00024 2650 0.00956502 0.000823044 0.000163934
3 2 0.00024 2650 0.00945925 0.00164003 0.000327869
4 2 0.00024 2650 0.00928382 0.00244494 0.000491803
5 2 0.00024 2650 0.00904003 0.00323184 0.000655738
6 2 0.00024 2650 0.00872968 0.00399495 0.000819672
7 2 0.00024 2650 0.00835506 0.00472864 0.000983607
8 2 0.00024 2650 0.00791891 0.00542752 0.00114754
9 2 0.00024 2650 0.00742445 0.00608643 0.00131148
10 2 0.00024 2650 0.00687532 0.00670052 0.00147541
11 2 0.00024 2650 0.00627557 0.00726527 0.00163934
12 2 0.00024 2650 0.00562961 0.00777653 0.00180328
13 2 0.00024 2650 0.0049422 0.00823053 0.00196721
14 2 0.00024 2650 0.0042184 0.00862393 0.00213115
15 2 0.00024 2650 0.00346353 0.00895382 0.00229508
16 2 0.00024 2650 0.00268316 0.00921779 0.00245902
17 2 0.00024 2650 0.00188304 0.00941388 0.00262295
18 2 0.00024 2650 0.00106905 0.00954066 0.00278689
19 2 0.00024 2650 0.000247189 0.00959718 0.00295082
20 2 0.00024 2650 -0.000576492 0.00958304 0.00311475
21 2 0.00024 2650 -0.00139593 0.00949834 0.00327869
22 2 0.00024 2650 -0.00220509 0.00934369 0.00344262
23 2 0.00024 2650 -0.00299801 0.00912025 0.00360656
24 2 0.00024 2650 -0.00376885 0.00882965 0.00377049
25 2 0.00024 2650 -0.00451195 0.00847404 0.00393443
26 2 0.00024 2650 -0.00522182 0.00805603 0.00409836
27 2 0.00024 2650 -0.00589324 0.0075787 0.0042623
28 2 0.00024 2650 -0.00652127 0.00704557 0.00442623
29 2 0.00024 2650 -0.00710128 0.00646056 0.00459016
30 2 0.00024 2650 -0.00762901 0.00582797 0.0047541
31 2 0.00024 2650 -0.00810055 0.00515248 0.00491803
32 2 0.00024 2650 -0.00851245 0.00443905 0.00508197
33 2 0.00024 2650 -0.00886168 0.00369293 0.0052459
34 2 0.00024 2650 -0.00914565 0.00291961 0.00540984
35 2 0.00024 2650 -0.00936228 0.0021248 0.00557377
36 2 0.00024 2650 -0.00950997 0.00131435 0.0057377
37 2 0.00024 2650 -0.00958764 0.000494215 0.00590164
38 2 0.00024 2650 -0.00959471 -0.000329557 0.00606557
39 2 0.00024 2650 -0.00953113 -0.0011509 0.00622951
40 2 0.00024 2650 -0.00939737 -0.00196377 0.00639344
41 2 0.00024 2650 -0.00919442 -0.00276219 0.00655738
42 2 0.00024 2650 -0.00892376 -0.00354026 0.00672131
43 2 0.00024 2650 -0.0085874 -0.00429226 0.00688525
44 2 0.00024 2650 -0.00818781 -0.00501266 0.00704918
45 2 0.00024 2650 -0.00772793 -0.00569615 0.00721311
46 2 0.00024 2650 -0.00721114 -0.0063377 0.00737705
47 2 0.00024 2650 -0.00664126 -0.00693258 0.00754098
48 2 0.00024 2650 -0.00602247 -0.00747642 0.00770492
49 2 0.00024 2650 -0.00535934 -0.0079652 0.00786885
50 2 0.00024 2650 -0.00465675 -0.00839534 0.00803279
51 2 0.00024 2650 -0.00391987 -0.00876365 0.00819672
52 2 0.00024 2650 -0.00315413 -0.00906744 0.00836066
53 2 0.00024 2650 -0.00236516 -0.00930446 0.00852459
54 2 0.00024 2650 -0.00155877 -0.00947297 0.00868852
55 2 0.00024 2650 -0.000740913 -0.00957173 0.00885246
56 2 0.00024 2650 8.24046e-05 -0.00960001 0.00901639
57 2 0.00024 2650 0.000905115 -0.0095576 0.00918033
58 2 0.00024 2650 0.00172116 -0.00944482 0.00934426
59 2 0.00024 2650 0.00252453 -0.00926249 0.0095082
60 2 0.00024 2650 0.00330932 -0.00901196 0.00967213
61 2 0.00024 2650 0.00406973 -0.00869507 0.00983607
62 2 0.00024 2650 0.00480018 -0.00831416 0.01
63 2 0.00024 2650 0.00549529 -0.00787203 0.0101639
64 2 0.00024 2650 0.00614993 -0.00737193 0.0103279
65 2 0.00024 2650 0.00675929 -0.00681756 0.0104918
66 2 0.00024 2650 0.00731887 -0.00621298 0.0106557
67 2 0.00024 2650 0.00782457 -0.00556265 0.0108197
68 2 0.00024 2650 0.00827265 -0.00487137 0.0109836
69 2 0.00024 2650 0.00865982 -0.00414422 0.0111475
70 2 0.00024 2650 0.00898322 -0.00338655 0.0113115
71 2 0.00024 2650 0.00924048 -0.00260394 0.0114754
72 2 0.00024 2650 0.0094297 -0.00180217 0.0116393
73 2 0.00024 2650 0.00954948 -0.000987119 0.0118033
74 2 0.00024 2650 0.00959895 -0.000164803 0.0119672
75 2 0.00024 2650 0.00957774 0.000658727 0.0121311
76 2 0.00024 2650 0.009486 0.00147741 0.0122951
77 2 0.00024 2650 0.00932442 0.00228521 0.012459
78 2 0.00024 2650 0.00909418 0.00307618 0.012623
79 2 0.00024 2650 0.00879698 0.0038445 0.0127869
80 2 0.00024 2650 0.008435 0.00458452 0.0129508
81 2 0.00024 2650 0.00801091 0.00529078 0.0131148
82 2 0.00024 2650 0.00752784 0.00595808 0.0132787
83 2 0.00024 2650 0.00698933 0.00658151 0.0134426
84 2 0.00024 2650 0.00639936 0.00715648 0.0136066
85 2 0.00024 2650 0.00576228 0.00767875 0.0137705
86 2 0.00024 2650 0.00508276 0.00814448 0.0139344
87 2 0.00024 2650 0.00436582 0.00855024 0.0140984
88 2 0.00024 2650 0.00361673 0.00889305 0.0142623
89 2 0.00024 2650 0.002841 0.00917037 0.0144262
90 2 0.00024 2650 0.00204436 0.00938017 0.0145902
91 2 0.00024 2650 0.00123267 0.0095209 0.0147541
92 2 0.00024 2650 0.000411901 0.00959152 0.014918
93 2 0.00024 2650 -0.000411901 0.00959152 0.015082
94 2 0.00024 2650 -0.00123267 0.0095209 0.0152459
95 2 0.00024 2650 -0.00204436 0.00938017 0.0154098
96 2 0.00024 2650 -0.002841 0.00917037 0.0155738
97 2 0.00024 2650 -0.00361673 0.00889305 0.0157377
98 2 0.00024 2650 -0.00436582 0.00855024 0.0159016
99 2 0.00024 2650 -0.00508276 0.00814448 0.0160656
100 2 0.00024 2650 -0.00576228 0.00767875 0.0162295
101 2 0.00024 2650 -0.00639936 0.00715648 0.0163934
102 2 0.00024 2650 -0.00698933 0.00658151 0.0165574
103 2 0.00024 2650 -0.00752784 0.00595808 0.0167213
104 2 0.00024 2650 -0.00801091 0.00529078 0.0168852
105 2 0.00024 2650 -0.008435 0.00458452 0.0170492
106 2 0.00024 2650 -0.00879698 0.0038445 0.0172131
107 2 0.00024 2650 -0.00909418 0.00307618 0.017377
108 2 0.00024 2650 -0.00932442 0.00228521 0.017541
109 2 0.00024 2650 -0.009486 0.00147741 0.0177049
